staff_id,first_name,last_name,nickname,address,city,state,zip,gender,doh,cell_number,home_number
586,Amir,Fox,Zachery,16 Endicott Street,Eatontown,DC,20889,F,1969-12-31 19:00:00,(388) 231-5290,(943) 800-8306
587,Willow,Fisher,Ross,17 Ferry hill Road,Bartlesville,GA,18107,F,1969-12-31 19:00:00,(388) 688-5223,(332) 738-6668
588,Ginger,Price,Amaya,16 Endicott Street,Duarte,SD,51540,F,1969-12-31 19:00:00,(396) 510-8425,(811) 589-8507
589,Chastity,Estrada,Liberty,17 Ferry hill Road,Cleveland,DC,12909,F,1969-12-31 19:00:00,(392) 727-5390,(298) 796-8228
590,Quynn,Holder,Althea,255 Grapevine Road,Council Bluffs,AK,94597,F,1969-12-31 19:00:00,(258) 558-5472,(531) 769-4003
591,Carla,Davis,Hunter,255 Grapevine Road,Huntington Beach,ND,42400,M,1969-12-31 19:00:00,(695) 167-4092,(786) 790-9141
592,Marcia,Simmons,Reagan,17 Ferry hill Road,Dunkirk,VT,96881,M,1969-12-31 19:00:00,(593) 685-2729,(629) 870-4580
593,Quamar,Bean,Yoko,17 Ferry hill Road,Warner Robins,AZ,20314,M,1969-12-31 19:00:00,(191) 721-4501,(306) 887-5960
594,Desirae,Mills,Ava,17 Ferry hill Road,Farrell,MN,86488,F,1969-12-31 19:00:00,(196) 608-8046,(912) 982-1435
595,Ulla,Murray,Amela,255 Grapevine Road,Tuscaloosa,LA,17813,F,1969-12-31 19:00:00,(212) 369-2711,(642) 288-0487
596,Laurel,Rose,Blair,17 Ferry hill Road,Fond du Lac,VA,37659,M,1969-12-31 19:00:00,(280) 901-5547,(327) 814-3955
597,Justine,Terry,Inga,255 Grapevine Road,Rawlins,NJ,58348,F,1969-12-31 19:00:00,(509) 156-3731,(985) 940-4342
598,Odette,Decker,Tanisha,255 Grapevine Road,Lander,MO,31541,M,1969-12-31 19:00:00,(979) 710-7066,(560) 813-5422
599,Stephanie,Reynolds,Quintessa,16 Endicott Street,Chino,VA,07576,F,1969-12-31 19:00:00,(870) 837-3082,(328) 650-5282
600,Zeph,Armstrong,Camilla,17 Ferry hill Road,Chino Hills,WY,66746,M,1969-12-31 19:00:00,(840) 922-1508,(113) 305-2074
601,Minerva,Torres,Jescie,16 Endicott Street,Chesapeake,MT,22462,F,1969-12-31 19:00:00,(955) 463-4767,(829) 894-5894
602,Noah,Brooks,Walker,17 Ferry hill Road,Charleston,NH,85640,F,1969-12-31 19:00:00,(145) 802-6325,(460) 364-9732
603,Isabella,Lewis,Savannah,17 Ferry hill Road,Port Arthur,DE,21266,F,1969-12-31 19:00:00,(787) 102-4726,(475) 218-5661
604,Xena,Hansen,Finn,16 Endicott Street,Manhattan Beach,CT,78866,M,1969-12-31 19:00:00,(893) 619-9950,(136) 708-6416
605,Xanthus,Oneil,Rama,16 Endicott Street,Missoula,NJ,26019,M,1969-12-31 19:00:00,(395) 346-3829,(916) 322-2900
606,Rudyard,Morrow,Macey,16 Endicott Street,Slidell,DE,15300,M,1969-12-31 19:00:00,(578) 408-2145,(578) 488-2557
607,Hope,Graves,Vladimir,17 Ferry hill Road,Bartlesville,VT,92570,M,1969-12-31 19:00:00,(791) 947-3268,(150) 608-9483
608,Orli,Stone,Dacey,16 Endicott Street,Dallas,NH,65657,M,1969-12-31 19:00:00,(949) 218-2698,(777) 161-8431
609,Jaime,Mayer,Prescott,17 Ferry hill Road,Hot Springs,NV,28977,F,1969-12-31 19:00:00,(863) 551-1392,(900) 442-8098
610,Kane,Hawkins,Ina,255 Grapevine Road,Pendleton,MO,33297,M,1969-12-31 19:00:00,(488) 781-6810,(348) 347-8825
611,Chancellor,Terry,Amela,17 Ferry hill Road,Grand Forks,TX,53642,F,1969-12-31 19:00:00,(330) 251-4907,(485) 301-4918
612,Dacey,Lancaster,Norman,16 Endicott Street,Farmer City,DC,39970,F,1969-12-31 19:00:00,(315) 313-6999,(903) 821-1799
613,Joy,Compton,Bell,16 Endicott Street,Laurel,UT,80505,M,1969-12-31 19:00:00,(295) 284-1870,(191) 880-2012
614,Yael,Nixon,Cadman,16 Endicott Street,Ansonia,VA,53248,F,1969-12-31 19:00:00,(335) 105-1079,(882) 995-8667
615,Lee,Nieves,Nathaniel,17 Ferry hill Road,Connellsville,LA,23859,M,1969-12-31 19:00:00,(640) 620-4024,(173) 740-2073
616,Roary,Wilson,Nigel,16 Endicott Street,Vicksburg,CT,03054,M,1969-12-31 19:00:00,(741) 775-7584,(997) 171-8786
617,Elaine,Potter,Paloma,255 Grapevine Road,Saginaw,AZ,48099,M,1969-12-31 19:00:00,(755) 330-1382,(190) 776-0447
618,Maryam,Cooke,Richard,255 Grapevine Road,Farmington,OR,72928,F,1969-12-31 19:00:00,(693) 975-0667,(438) 975-5934
619,Jenna,Norris,Cadman,16 Endicott Street,Stockton,IN,10704,M,1969-12-31 19:00:00,(807) 575-9048,(893) 837-3093
620,Yoshio,Rollins,Levi,16 Endicott Street,Reno,WV,34642,F,1969-12-31 19:00:00,(281) 329-1239,(602) 706-6725
621,Nyssa,Watts,Jeremy,16 Endicott Street,Suffolk,VT,16497,M,1969-12-31 19:00:00,(368) 598-1018,(174) 890-5849
622,May,Gould,Susan,17 Ferry hill Road,Anchorage,OH,48207,M,1969-12-31 19:00:00,(158) 166-1319,(315) 265-8949
623,Maryam,House,Maite,255 Grapevine Road,Asbury Park,OH,44192,F,1969-12-31 19:00:00,(692) 102-3185,(833) 873-4292
624,Natalie,Aguilar,Wendy,17 Ferry hill Road,Hastings,SD,03906,M,1969-12-31 19:00:00,(193) 378-0129,(963) 256-8552
625,Nash,Ware,Aubrey,255 Grapevine Road,Chickasha,IN,92296,M,1969-12-31 19:00:00,(746) 875-7389,(958) 600-2011
626,Farrah,Garrett,Ifeoma,16 Endicott Street,Hattiesburg,TN,42999,M,1969-12-31 19:00:00,(745) 135-0835,(948) 969-2938
627,Isaac,Rich,Nevada,255 Grapevine Road,Cedar Falls,MO,47783,M,1969-12-31 19:00:00,(288) 124-0629,(322) 251-6388
628,Hilda,Webb,Genevieve,17 Ferry hill Road,Rolling Hills,GA,55844,M,1969-12-31 19:00:00,(789) 408-6218,(824) 203-6060
629,Alea,Holcomb,Damon,255 Grapevine Road,Sandpoint,ME,78967,F,1969-12-31 19:00:00,(768) 976-8910,(146) 116-0598
630,Mallory,Pennington,Dara,16 Endicott Street,Atlanta,KY,01369,F,1969-12-31 19:00:00,(461) 481-4375,(545) 134-6061
631,Anthony,Payne,Kimberly,255 Grapevine Road,Nichols Hills,AK,00771,F,1969-12-31 19:00:00,(626) 801-3473,(810) 982-0579
632,Wallace,Hatfield,Alfreda,16 Endicott Street,Bethlehem,ND,87303,F,1969-12-31 19:00:00,(155) 639-4494,(414) 994-8345
633,Aristotle,Mack,Courtney,17 Ferry hill Road,Ansonia,IL,60116,M,1969-12-31 19:00:00,(551) 156-3712,(651) 906-0596
634,Wade,Waters,Stella,255 Grapevine Road,Long Beach,OK,39281,F,1969-12-31 19:00:00,(475) 288-7407,(477) 964-9526
635,Madonna,Robertson,Grace,255 Grapevine Road,Peoria,OR,89064,F,1969-12-31 19:00:00,(538) 846-2142,(882) 408-0828
636,George,Vazquez,Kitra,17 Ferry hill Road,Indianapolis,WI,46484,F,1969-12-31 19:00:00,(316) 459-1315,(405) 323-6296
637,Octavia,Gilmore,Maris,255 Grapevine Road,Bozeman,TX,32148,M,1969-12-31 19:00:00,(986) 402-7070,(416) 613-3405
638,Robin,Bruce,Hashim,17 Ferry hill Road,Reading,VT,77264,M,1969-12-31 19:00:00,(673) 753-0606,(839) 345-0597
639,Knox,Mullen,Leo,16 Endicott Street,Guayanilla,NE,96669,F,1969-12-31 19:00:00,(224) 821-6618,(169) 656-1229
640,Arsenio,Marsh,Jelani,17 Ferry hill Road,La Palma,PA,64399,F,1969-12-31 19:00:00,(308) 917-0766,(327) 547-5017
641,Lawrence,Nelson,Jessamine,16 Endicott Street,Cedar City,FL,04212,F,1969-12-31 19:00:00,(302) 168-3968,(534) 552-0268
642,Amity,Scott,Abbot,17 Ferry hill Road,Boulder Junction,NY,94496,M,1969-12-31 19:00:00,(648) 617-0415,(136) 304-3945
643,Robert,Maxwell,Clark,17 Ferry hill Road,Buena Park,MA,07756,F,1969-12-31 19:00:00,(733) 259-2965,(118) 954-7167
644,Wang,Rich,Carla,17 Ferry hill Road,Dallas,WY,68492,M,1969-12-31 19:00:00,(528) 483-4923,(661) 738-6108
645,Vaughan,Dickson,Steel,16 Endicott Street,Lake Forest,KS,50988,F,1969-12-31 19:00:00,(727) 651-2129,(516) 614-5430
646,Heidi,Shelton,Graiden,255 Grapevine Road,Webster Groves,TX,75492,F,1969-12-31 19:00:00,(543) 762-2888,(934) 474-7586
647,Shannon,Rivers,Jena,17 Ferry hill Road,Cumberland,MT,81724,F,1969-12-31 19:00:00,(976) 765-7091,(849) 425-2002
648,Kimberly,Delacruz,Quail,17 Ferry hill Road,Midwest City,NC,15781,F,1969-12-31 19:00:00,(572) 563-3037,(389) 381-8193
649,Kirby,Key,Angela,255 Grapevine Road,Clairton,IL,44517,F,1969-12-31 19:00:00,(814) 841-1204,(223) 317-8675
650,Yen,Vinson,Rana,16 Endicott Street,Downey,MS,26230,F,1969-12-31 19:00:00,(722) 137-1504,(772) 547-4454
651,Henry,Sanchez,Theodore,255 Grapevine Road,Burbank,NV,65188,F,1969-12-31 19:00:00,(253) 858-5300,(884) 348-6275
652,Jennifer,Tanner,Brock,255 Grapevine Road,San Antonio,MN,27980,M,1969-12-31 19:00:00,(492) 792-4877,(363) 639-0209
653,Lilah,Shannon,Iliana,17 Ferry hill Road,Pico Rivera,TN,91883,M,1969-12-31 19:00:00,(860) 747-9015,(405) 615-2993
654,Jarrod,Navarro,Chiquita,255 Grapevine Road,Brooklyn Park,WY,36706,F,1969-12-31 19:00:00,(544) 569-8655,(807) 701-2631
655,Sharon,Holcomb,Blossom,255 Grapevine Road,Lebanon,MT,25069,F,1969-12-31 19:00:00,(383) 148-8465,(578) 209-0409
656,Sonya,Long,Ivy,255 Grapevine Road,Opelousas,NE,46639,M,1969-12-31 19:00:00,(785) 341-7299,(389) 898-6436
657,Kirestin,Wiley,Cassady,17 Ferry hill Road,Norwalk,IL,26701,F,1969-12-31 19:00:00,(527) 726-0168,(144) 571-0737
658,Autumn,Weber,Yael,17 Ferry hill Road,Daly City,PA,97825,M,1969-12-31 19:00:00,(526) 685-6300,(211) 948-9480
659,Hermione,Anthony,Ross,255 Grapevine Road,Rome,WV,57474,F,1969-12-31 19:00:00,(706) 107-1280,(770) 251-5597
660,Shaine,Patton,Mikayla,17 Ferry hill Road,Covington,SD,32639,M,1969-12-31 19:00:00,(478) 659-3305,(810) 417-1842
661,Kimberley,Nguyen,Alexandra,16 Endicott Street,Gastonia,AZ,90079,M,1969-12-31 19:00:00,(390) 695-4167,(349) 181-6523
662,Colin,Macias,Illana,17 Ferry hill Road,Irwindale,NJ,59440,F,1969-12-31 19:00:00,(454) 522-7628,(544) 168-3228
663,Idona,Parks,Jana,16 Endicott Street,Ypsilanti,NC,62827,F,1969-12-31 19:00:00,(591) 229-7648,(331) 569-9346
664,Cade,Huffman,Dominic,16 Endicott Street,West Hartford,NC,41732,M,1969-12-31 19:00:00,(626) 374-5060,(659) 905-1585
665,Holmes,Rowland,Cassady,255 Grapevine Road,Monroe,IL,57573,M,1969-12-31 19:00:00,(583) 544-1041,(192) 687-9691
666,Maxwell,Leblanc,Hope,17 Ferry hill Road,Vineland,DE,49133,M,1969-12-31 19:00:00,(779) 710-8134,(914) 605-2606
667,Blossom,Vinson,Rhea,17 Ferry hill Road,Fayetteville,CO,45314,F,1969-12-31 19:00:00,(359) 484-3989,(141) 748-7369
668,acqueline,Thornton,Barry,16 Endicott Street,Lodi,KY,79929,F,1969-12-31 19:00:00,(237) 226-1688,(166) 526-4172
669,Marvin,Delgado,Malik,16 Endicott Street,Indio,MT,42889,M,1969-12-31 19:00:00,(161) 740-8163,(438) 501-1276
670,Chase,Carson,Carissa,17 Ferry hill Road,North Chicago,IN,26597,F,1969-12-31 19:00:00,(482) 555-8832,(944) 210-3324
671,Chloe,Steele,Nehru,255 Grapevine Road,West Haven,MT,32215,M,1969-12-31 19:00:00,(605) 538-3825,(139) 453-5404
672,Ria,Wright,acqueline,16 Endicott Street,Fullerton,AZ,58153,M,1969-12-31 19:00:00,(919) 845-9743,(479) 783-5833
673,Meredith,Parks,Harriet,255 Grapevine Road,Washington,NV,98508,F,1969-12-31 19:00:00,(532) 375-6554,(489) 223-8966
674,Cade,Montoya,Clare,17 Ferry hill Road,Brooklyn Park,IL,00743,F,1969-12-31 19:00:00,(296) 741-1303,(632) 608-7701
675,Tara,Cooper,Iola,17 Ferry hill Road,Lowell,ND,02109,M,1969-12-31 19:00:00,(500) 804-5461,(659) 360-1857
676,Debra,Barr,Jescie,16 Endicott Street,Maywood,NM,59050,M,1969-12-31 19:00:00,(644) 216-6659,(361) 219-4148
677,Camilla,Abbott,Iola,17 Ferry hill Road,West Palm Beach,HI,25170,F,1969-12-31 19:00:00,(869) 529-8819,(903) 252-3565
678,Brenna,Mcmahon,Rhea,255 Grapevine Road,Baton Rouge,LA,44613,F,1969-12-31 19:00:00,(339) 249-1532,(156) 611-7894
679,Tatum,Ball,Simon,17 Ferry hill Road,Fargo,NH,95725,M,1969-12-31 19:00:00,(749) 272-2388,(505) 300-2093
680,Steel,Daniel,Theodore,17 Ferry hill Road,Stanton,TX,32781,M,1969-12-31 19:00:00,(642) 930-4467,(479) 562-3826
681,Joel,Berg,Kasimir,255 Grapevine Road,Tamuning,AK,29261,F,1969-12-31 19:00:00,(126) 593-8633,(367) 284-6994
682,Belle,Shaw,Jenna,17 Ferry hill Road,Phoenix,AZ,20456,M,1969-12-31 19:00:00,(497) 131-3994,(830) 735-8199
683,Norman,Obrien,Wynter,17 Ferry hill Road,Cumberland,MT,14112,F,1969-12-31 19:00:00,(534) 539-2790,(248) 347-0175
684,Conan,Vang,Arthur,16 Endicott Street,Danville,CT,39874,F,1969-12-31 19:00:00,(136) 836-9842,(312) 598-6883
685,Jamalia,Burch,Keely,255 Grapevine Road,Stevens Point,FL,66692,M,1969-12-31 19:00:00,(484) 237-4509,(485) 379-7859
686,Hall,Hardin,Cadman,16 Endicott Street,Saint Louis,ME,62157,F,1969-12-31 19:00:00,(847) 456-8320,(227) 177-4181
687,Brock,Myers,Karen,255 Grapevine Road,Chino,AL,78515,M,1969-12-31 19:00:00,(728) 148-2762,(546) 637-7935
688,Hilda,Jimenez,Kieran,255 Grapevine Road,Eatontown,OR,27045,F,1969-12-31 19:00:00,(943) 616-1527,(904) 830-2852
689,Alisa,Saunders,Walter,255 Grapevine Road,Dixon,MT,04658,F,1969-12-31 19:00:00,(644) 372-1869,(262) 124-0048
690,Florence,Morgan,Harper,255 Grapevine Road,Kingsport,DC,04648,M,1969-12-31 19:00:00,(309) 179-2422,(763) 802-1757
691,Branden,Barrett,Wyoming,255 Grapevine Road,Yazoo City,NH,45754,M,1969-12-31 19:00:00,(349) 762-4352,(574) 332-3415
692,Irene,Chen,Beverly,17 Ferry hill Road,Midwest City,NJ,01451,F,1969-12-31 19:00:00,(336) 699-1733,(266) 572-9930
693,Lucas,Sutton,Melodie,16 Endicott Street,Revere,CO,26552,F,1969-12-31 19:00:00,(523) 366-3239,(159) 180-6765
694,Rahim,Hill,Nevada,17 Ferry hill Road,Valdosta,SD,14037,F,1969-12-31 19:00:00,(136) 376-3353,(259) 925-7629
695,Hayes,Collier,Quentin,16 Endicott Street,Stillwater,CA,89226,M,1969-12-31 19:00:00,(929) 382-4424,(682) 311-7293
696,Yen,Serrano,Jade,255 Grapevine Road,Everett,NC,39458,M,1969-12-31 19:00:00,(412) 837-4298,(415) 618-6932
697,Abra,Molina,Vincent,17 Ferry hill Road,Durant,ID,03225,F,1969-12-31 19:00:00,(625) 823-1398,(584) 417-4767
698,Veda,Tyler,Aladdin,16 Endicott Street,Broken Arrow,UT,40976,M,1969-12-31 19:00:00,(909) 498-8822,(996) 764-6542
699,Erich,Mack,Berk,17 Ferry hill Road,Medford,MD,06216,M,1969-12-31 19:00:00,(243) 976-8726,(463) 915-2665
700,Leandra,Dawson,Vielka,16 Endicott Street,Albany,AK,73216,F,1969-12-31 19:00:00,(930) 657-0209,(461) 237-6561
701,Asher,Nelson,Clark,16 Endicott Street,Vineland,CT,82013,M,1969-12-31 19:00:00,(707) 106-4785,(152) 623-7855
702,Nero,Klein,Melanie,16 Endicott Street,Lancaster,AL,34331,F,1969-12-31 19:00:00,(487) 273-2259,(596) 452-1088
703,Martin,Goodwin,Tatyana,16 Endicott Street,Dana Point,RI,96973,F,1969-12-31 19:00:00,(574) 824-3107,(738) 717-3567
704,Joshua,Tillman,Jessica,255 Grapevine Road,Isle of Palms,MA,86751,M,1969-12-31 19:00:00,(858) 966-6954,(137) 604-1999
705,Grace,Haley,Gareth,16 Endicott Street,Charlottesville,MI,58407,F,1969-12-31 19:00:00,(731) 685-7233,(274) 174-4172
706,Noah,Torres,Olivia,17 Ferry hill Road,Fall River,TX,55096,M,1969-12-31 19:00:00,(824) 157-2323,(167) 240-8379
707,Timon,Berg,Preston,255 Grapevine Road,Gardena,MN,12036,F,1969-12-31 19:00:00,(842) 265-2333,(832) 211-0299
708,Melodie,Ewing,Jane,17 Ferry hill Road,Morgantown,MD,05748,M,1969-12-31 19:00:00,(231) 575-3084,(304) 594-1293
709,Price,Leonard,Oleg,255 Grapevine Road,Rolling Hills Estates,VA,71312,M,1969-12-31 19:00:00,(882) 966-2616,(668) 861-6189
710,Lenore,Murphy,Summer,16 Endicott Street,Newton,WV,21604,M,1969-12-31 19:00:00,(718) 435-0939,(655) 745-3041
711,Wallace,Beasley,Avram,17 Ferry hill Road,Garland,MD,80198,M,1969-12-31 19:00:00,(335) 365-8216,(669) 700-6118
712,Winifred,Johns,Darrel,16 Endicott Street,Binghamton,MN,35361,M,1969-12-31 19:00:00,(465) 671-1418,(514) 633-5750
713,Moana,Morrow,Jermaine,16 Endicott Street,San Mateo,ID,47802,F,1969-12-31 19:00:00,(845) 354-7794,(129) 870-5442
714,Carla,Fields,Jeanette,17 Ferry hill Road,Sunnyvale,AL,39775,F,1969-12-31 19:00:00,(308) 192-0229,(124) 576-6018
715,Raven,Austin,Suki,16 Endicott Street,Clemson,ME,98206,F,1969-12-31 19:00:00,(994) 213-2486,(243) 261-9603
716,Maisie,Delaney,Patricia,17 Ferry hill Road,Pomona,HI,97781,M,1969-12-31 19:00:00,(941) 428-6718,(438) 131-6590
717,Quinn,Moon,Fiona,255 Grapevine Road,Dayton,WA,09051,F,1969-12-31 19:00:00,(890) 618-0470,(787) 488-1423
718,Rina,Holden,Doris,255 Grapevine Road,Great Falls,UT,09790,F,1969-12-31 19:00:00,(194) 564-2526,(417) 831-5834
719,Emmanuel,Randall,Glenna,16 Endicott Street,Henderson,SD,87481,M,1969-12-31 19:00:00,(562) 198-3161,(587) 422-6954
720,Macey,Wilcox,Eugenia,255 Grapevine Road,Colorado Springs,SD,07560,M,1969-12-31 19:00:00,(799) 860-3487,(604) 669-2622
721,Wallace,Henderson,Athena,255 Grapevine Road,Bessemer,NE,54453,F,1969-12-31 19:00:00,(246) 624-2288,(970) 592-4332
722,Rhiannon,Houston,Rama,255 Grapevine Road,Guayama,GA,59006,M,1969-12-31 19:00:00,(307) 685-4560,(695) 927-7754
723,Whoopi,Swanson,Melvin,16 Endicott Street,Duarte,NH,13511,F,1969-12-31 19:00:00,(175) 636-1211,(588) 333-2298
724,Amber,Cross,Idona,255 Grapevine Road,Muskegon,CT,20896,F,1969-12-31 19:00:00,(326) 537-0263,(695) 984-9187
725,Lacy,Hinton,Tashya,17 Ferry hill Road,Cedar City,NM,25341,M,1969-12-31 19:00:00,(899) 153-7486,(425) 413-0525
726,Perry,Hardin,Caryn,255 Grapevine Road,Ithaca,IA,47737,M,1969-12-31 19:00:00,(905) 492-7271,(311) 836-5783
727,Daphne,Fields,Nayda,255 Grapevine Road,Chattanooga,TX,58464,M,1969-12-31 19:00:00,(565) 746-0589,(945) 738-9650
728,Shaine,Ramos,Skyler,255 Grapevine Road,Kennewick,NC,05660,F,1969-12-31 19:00:00,(174) 653-5082,(471) 131-8107
729,Herrod,Hyde,Halla,17 Ferry hill Road,Kennesaw,OK,75250,M,1969-12-31 19:00:00,(134) 226-5075,(494) 591-9450
730,Wyatt,Albert,Rashad,255 Grapevine Road,Monongahela,OK,72116,F,1969-12-31 19:00:00,(428) 503-8984,(903) 464-3624
731,Philip,Rodgers,Celeste,17 Ferry hill Road,Valdez,LA,03421,M,1969-12-31 19:00:00,(458) 442-2456,(109) 724-4065
732,Tatum,Leonard,Wade,16 Endicott Street,Weirton,LA,50518,M,1969-12-31 19:00:00,(602) 168-1688,(923) 989-8487
733,Adena,Schwartz,Brody,255 Grapevine Road,Pasco,AK,95497,M,1969-12-31 19:00:00,(666) 355-1790,(788) 176-1581
734,Maisie,Kelley,Demetrius,255 Grapevine Road,Chicago,TX,62739,F,1969-12-31 19:00:00,(852) 643-2323,(194) 676-2295
735,Kirestin,Boyer,Hope,255 Grapevine Road,Batavia,NV,50103,M,1969-12-31 19:00:00,(560) 894-9896,(668) 854-3686
736,Sheila,Valencia,Darryl,255 Grapevine Road,Rolla,VT,12383,F,1969-12-31 19:00:00,(871) 677-2360,(814) 591-3841
737,Chaim,Christensen,Audra,16 Endicott Street,Escondido,VA,25907,M,1969-12-31 19:00:00,(758) 129-9344,(357) 399-4100
738,Carlos,Garrison,Yael,17 Ferry hill Road,Del Rio,CA,80048,F,1969-12-31 19:00:00,(680) 924-3825,(829) 930-1696
739,Bradley,Craft,Perry,17 Ferry hill Road,Murrieta,NE,45626,M,1969-12-31 19:00:00,(519) 334-0640,(942) 649-7662
740,Bevis,Dotson,Quyn,17 Ferry hill Road,Claremont,DC,74884,F,1969-12-31 19:00:00,(391) 932-8854,(341) 804-9315
741,Kirby,Guzman,Patricia,16 Endicott Street,Marietta,WA,36738,M,1969-12-31 19:00:00,(715) 560-7026,(266) 482-9294
742,Xander,Juarez,Freya,16 Endicott Street,Placentia,ID,12628,F,1969-12-31 19:00:00,(989) 905-0624,(544) 738-6812
743,Rana,Tanner,Jaquelyn,16 Endicott Street,Monroe,OH,57737,M,1969-12-31 19:00:00,(437) 152-5962,(459) 271-0664
744,Keefe,Clayton,Bo,255 Grapevine Road,New London,VA,64391,F,1969-12-31 19:00:00,(538) 501-8600,(410) 974-5956
745,Xaviera,Curtis,Kennedy,255 Grapevine Road,Columbia,CT,28667,F,1969-12-31 19:00:00,(780) 490-7117,(962) 828-8435
746,Mallory,Maynard,Melinda,17 Ferry hill Road,Weirton,WY,75366,M,1969-12-31 19:00:00,(565) 682-5544,(722) 267-8249
747,Zelenia,Hendricks,Whoopi,17 Ferry hill Road,Passaic,WY,61837,M,1969-12-31 19:00:00,(290) 634-4676,(354) 604-5439
748,Ivor,Berry,Xerxes,255 Grapevine Road,Monongahela,AK,77067,M,1969-12-31 19:00:00,(120) 707-0516,(651) 991-4013
749,Hoyt,Payne,Hashim,16 Endicott Street,Chico,KY,13944,M,1969-12-31 19:00:00,(516) 122-6845,(860) 973-3479
750,Armando,Talley,Emery,16 Endicott Street,Kahului,AL,42359,F,1969-12-31 19:00:00,(829) 765-5354,(198) 667-6503
751,Duncan,Kaufman,Fulton,255 Grapevine Road,Riverton,ID,20149,M,1969-12-31 19:00:00,(244) 509-5971,(647) 250-3043
752,Gretchen,Clemons,Leroy,255 Grapevine Road,San Marino,AK,94348,M,1969-12-31 19:00:00,(583) 555-0021,(535) 589-9949
753,Jarrod,Flores,Xyla,17 Ferry hill Road,Weirton,NE,47921,F,1969-12-31 19:00:00,(764) 796-2318,(207) 257-6866
754,Hollee,Molina,Clio,255 Grapevine Road,Newport News,AZ,13687,F,1969-12-31 19:00:00,(836) 255-3624,(390) 267-5398
755,Germaine,Massey,Tallulah,255 Grapevine Road,Bethlehem,NC,44780,M,1969-12-31 19:00:00,(462) 186-2874,(649) 847-2965
756,Heidi,Pitts,Christian,16 Endicott Street,North Charleston,TX,93856,M,1969-12-31 19:00:00,(422) 306-8457,(930) 895-2776
757,Hayfa,Hardin,Kenyon,16 Endicott Street,Laguna Woods,GA,86409,M,1969-12-31 19:00:00,(256) 614-4443,(506) 273-5184
758,Abigail,Gallagher,Madaline,255 Grapevine Road,Jersey City,MI,35692,F,1969-12-31 19:00:00,(167) 611-0172,(908) 182-0188
759,Keaton,Garcia,Deirdre,17 Ferry hill Road,New Iberia,UT,17684,F,1969-12-31 19:00:00,(953) 236-0341,(272) 460-9922
760,Risa,Tucker,Bradley,255 Grapevine Road,Dixon,AZ,53017,F,1969-12-31 19:00:00,(532) 873-9563,(262) 195-9862
761,Fallon,Stevenson,Dennis,16 Endicott Street,Santa Clarita,SD,51383,F,1969-12-31 19:00:00,(671) 235-2083,(932) 894-1875
762,Remedios,Levine,Hadassah,255 Grapevine Road,Trenton,UT,20301,F,1969-12-31 19:00:00,(477) 451-3831,(982) 758-5123
763,Lenore,Bryan,Charles,16 Endicott Street,Kearns,MO,67844,F,1969-12-31 19:00:00,(956) 898-7805,(490) 513-1255
764,Blaine,Allison,Ariana,255 Grapevine Road,Rolling Hills,AK,56102,F,1969-12-31 19:00:00,(107) 913-3038,(379) 534-5359
765,Scarlet,Frederick,William,255 Grapevine Road,La Jolla,SC,06614,M,1969-12-31 19:00:00,(388) 426-5950,(306) 765-5956
766,Ina,Anthony,Jin,17 Ferry hill Road,Malden,SC,27805,F,1969-12-31 19:00:00,(328) 389-6962,(528) 575-8709
767,Ginger,Lawson,Quin,17 Ferry hill Road,Attleboro,KS,92411,M,1969-12-31 19:00:00,(103) 965-4849,(698) 497-7453
768,Lois,Mckenzie,McKenzie,16 Endicott Street,Montebello,WA,08711,M,1969-12-31 19:00:00,(871) 710-3087,(164) 528-0847
769,Lareina,Barrera,Melinda,16 Endicott Street,Rawlins,NV,72644,F,1969-12-31 19:00:00,(656) 743-6081,(362) 219-7164
770,William,Griffin,Amanda,17 Ferry hill Road,Riverside,SC,22879,F,1969-12-31 19:00:00,(231) 313-5857,(954) 119-0595
771,Rebekah,Ramirez,Hammett,16 Endicott Street,Narragansett,WY,92424,M,1969-12-31 19:00:00,(472) 339-1942,(243) 749-4131
772,Bo,Velazquez,Chaney,255 Grapevine Road,Brooklyn Park,CO,54737,F,1969-12-31 19:00:00,(772) 715-8585,(189) 211-2031
773,Grace,Jordan,Desiree,17 Ferry hill Road,Schenectady,NV,26999,M,1969-12-31 19:00:00,(244) 739-7298,(411) 543-8959
774,Rudyard,Hays,Jonas,16 Endicott Street,Rohnert Park,DE,00854,M,1969-12-31 19:00:00,(943) 232-4449,(977) 937-7722
775,Elijah,Willis,Haviva,16 Endicott Street,Laguna Hills,TN,31975,F,1969-12-31 19:00:00,(275) 615-6835,(203) 925-1299
776,Vincent,Hodges,Rhea,17 Ferry hill Road,Camden,OH,14090,M,1969-12-31 19:00:00,(152) 988-1820,(272) 471-3198
777,Linus,Burris,Kai,255 Grapevine Road,Phoenix,MI,47690,M,1969-12-31 19:00:00,(897) 717-8891,(614) 713-3383
778,Freya,Larsen,Reagan,17 Ferry hill Road,Des Moines,DE,14001,M,1969-12-31 19:00:00,(295) 197-6124,(358) 631-9893
779,Aileen,Collier,Jordan,255 Grapevine Road,Parkersburg,IL,40936,F,1969-12-31 19:00:00,(337) 452-7003,(423) 316-3311
780,Otto,Shepard,Indira,17 Ferry hill Road,Suffolk,HI,86514,M,1969-12-31 19:00:00,(767) 860-2835,(108) 420-1042
